TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
Qarnot computing,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.1,11588.8637496042,,,J - Information and communication,1,0,1,1,0
GLOBALE VERANTWORTUNG - Arbeitsgemeinschaft für Entwicklung und Humanitäre Hilfe,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,AUSTRIA,4.5,,,,,0,0,1,0,0
European Programme for Integration and Migration,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,0.0478899745750037,0.0074436550151605,0.0095759128322338,0.0833333333333333,0.0625,0.012,0.0206185567010309,BELGIUM,3.75,,,,,0,0,1,1,1
Robert Bosch Stiftung GmbH,"Other organisations, public or mixed entities",2.0,0.0721199955391993,0.0478899745750037,0.0102331563141185,0.0095759128322338,0.0833333333333333,0.0625,0.012,0.0206185567010309,GERMANY,2.0,,,,,0,1,1,1,1
Arup,Companies and groups,7.0,0.271913046248945,0.244975239709524,0.0432725718142719,0.0869016219747376,0.583333333333333,0.59375,0.088,0.195876288659794,UNITED KINGDOM,0.5,19710.0317279674,,228.0,"M - Professional, scientific and technical activities",1,1,1,1,0
WIFO - Österreichisches Institut für Wirtschaftsforschung,Think tanks and research institutions,1.0,0.0496949130940432,0.0478899745750037,0.0085184893452074,0.0095759128322338,0.111111111111111,0.0625,0.016,0.0206185567010309,AUSTRIA,0.2,,,,,1,0,1,1,0
Cycling Without Age,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,DENMARK,0.25,,,,,0,1,0,0,0
E-Agronom OÜ,Companies and groups,2.0,0.110989660501203,0.204943333831863,0.0227022181309327,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.1,5956.46750615835,757.855200790167,,J - Information and communication,0,1,0,0,0
ROTARY INTERNATIONAL,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,UNITED STATES,3.75,,,,,0,1,1,0,0
Nederlands Agrarisch Jongeren Kontakt,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,NETHERLANDS,0.25,,,,,1,0,1,1,0
Vienna Insurance Group AG Wiener Versicherung Gruppe,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,AUSTRIA,2.5,,,317.0,K - Financial and insurance activities,0,0,1,0,0
"Light for the World International - Organisation for inclusive development/ Organisation für inklusive Entwicklungszusammenarbeit, abkürzung: Light for the World International","Non-governmental organisations, platforms and networks and similar",2.0,0.117771670729182,0.301331904215896,0.0257704795392619,0.0926500081252337,0.916666666666667,1.0,0.132,0.329896907216495,AUSTRIA,1.0,,,,,0,1,1,1,0
Kirkon Ulkomaanapu sr (Finn Church Aid),"Non-governmental organisations, platforms and networks and similar",2.0,0.0782529592633306,0.0879634245642023,0.0119164771291101,0.0182384322723583,0.166666666666667,0.125,0.024,0.0412371134020619,FINLAND,0.75,,,,,0,1,0,0,0
Federation for Innovation in Democracy - Europe,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,2.0,,,,,0,0,1,1,1
4evergreen,Trade and business associations,3.0,0.106406187767847,0.102221363643917,0.0152530311813597,0.0212878635534244,0.194444444444444,0.15625,0.028,0.0515463917525773,BELGIUM,0.1,,,,,0,0,1,0,0
Honda Motor Europe,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,3.25,2801847.19940996,4360884.55158424,1231.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",1,1,1,1,0
Emmaus Europe,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,1.25,,,,,0,0,1,0,0
"Skogen, Kemin, Gruvorna och Stålet",Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWEDEN,1.25,,,,,0,0,0,1,0
Rundfunkrat des Westdeutschen Rundfunks,"Other organisations, public or mixed entities",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,GERMANY,0.2,,,,,1,0,1,1,0
VEON Ltd,Companies and groups,3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,NETHERLANDS,0.1,,,,,0,1,0,0,0
European Ship Suppliers Organization,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED KINGDOM,0.5,,,,,0,0,1,0,0
European Network for Smoking and Tobacco Prevention,"Non-governmental organisations, platforms and networks and similar",1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,BELGIUM,0.75,,,,,0,0,1,0,0
European Tobacco Harm Reduction Advocates,"Non-governmental organisations, platforms and networks and similar",1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,IRELAND,0.25,,,,,0,0,1,0,0
Verband der deutschen Rauchtabakindustrie e.V.,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,GERMANY,1.1,,,,,1,1,1,1,0
European Smoking Tobacco Association,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,BELGIUM,2.5,,,,,0,0,1,0,0
Marmel Consult,Self-employed individuals,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,BELGIUM,0.5,,,,,0,0,1,0,0
British American Tobacco,Companies and groups,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED KINGDOM,2.9,185299255.427599,34245352.9969454,50397.0,C - Manufacturing,0,1,0,0,0
"Tobaksindustrien, (Tobacco Manufactures Association of Denmark)",Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,DENMARK,0.5,,,,,0,1,1,1,0
Agilent Technologies LDA UK Limited,Companies and groups,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED KINGDOM,0.4,168234.155128877,188455.984820334,501.0,"M - Professional, scientific and technical activities",0,1,0,0,0
UTOPIA LAB S.R.L.,Professional consultancies,2.0,0.116767990568593,0.274220217026439,0.0251239626490082,0.0885027815829838,0.694444444444444,0.75,0.1,0.247422680412371,ITALY,7.75,,,,,1,1,1,1,0
European Cigar Manufacturers Association,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,BELGIUM,0.5,,,,,0,0,1,1,0
SAS Institute,Companies and groups,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED STATES,1.0,,2551000.0,13939.0,P - Education,0,1,0,0,0
Europäischer Tabakwaren-Grosshandels Verband e.V.,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,GERMANY,0.5,,,,,0,0,1,1,0
Fédération Interprofessionnelle de la Vape,Trade and business associations,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,FRANCE,0.25,,,,,0,1,1,1,0
Imperial Brands PLC,Companies and groups,1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED KINGDOM,3.0,36178084.7281218,39838706.7764997,25200.0,C - Manufacturing,1,1,1,1,0
European Lung Foundation,"Non-governmental organisations, platforms and networks and similar",1.0,0.0670730774745495,0.226330242451435,0.0166054733038008,0.0739709330327614,0.694444444444444,0.75,0.1,0.247422680412371,UNITED KINGDOM,0.25,,,,,0,1,1,0,0
Kohlberg Kravis Roberts & Co. Partners LLP,Companies and groups,6.0,0.124177539868406,0.0296624956378683,0.0213911615099503,0.0043342792857791,0.166666666666667,0.03125,0.032,0.0103092783505155,UNITED KINGDOM,0.25,142807.840583801,249841.313044071,141.0,,0,1,0,0,0
Central Denmark EU Office,Associations and networks of public authorities,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,1.3,,,,,1,0,0,1,0
Afrika-Verein der deutschen Wirtschaft e.V.,Associations and networks of public authorities,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,GERMANY,0.3,,,,,0,1,0,0,0
Ragn Sells AS,Companies and groups,8.0,0.31038617789036,0.272816026056467,0.0554742945650645,0.12608152825555,0.527777777777778,0.4375,0.096,0.154639175257732,ESTONIA,0.4,27014.8883683807,33425.3795451039,279.0,"E - Water supply, sewerage, waste management and remediation activities",1,0,1,1,0
Ragn-Sellsföretagen,Companies and groups,2.0,0.0868573658971786,0.077552470212872,0.0130462231388226,0.0139101921180131,0.111111111111111,0.0625,0.02,0.0309278350515464,SWEDEN,2.95,562378.354989409,833980.774939179,2735.0,"E - Water supply, sewerage, waste management and remediation activities",0,1,1,0,0
InToRingy OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.2,405.282207150459,2287.62125042677,3.0,C - Manufacturing,0,0,1,0,0
Grünfin AS,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,10.0,2484.91869056582,,11.0,K - Financial and insurance activities,0,0,1,0,0
Solarstone OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,1.0,5769.65047259092,2590.74562519133,26.0,C - Manufacturing,0,1,1,0,0
Aus Design,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.5,254.24851981461,371.93604074955,4.0,"M - Professional, scientific and technical activities",0,1,0,0,0
PowerUP Fuel Cells OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.1,1079.6589323926,741.874340657592,28.0,"M - Professional, scientific and technical activities",0,1,0,0,0
Eleport OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.25,7432.14202934742,962.339388281107,,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,0,1,0,0
Single.Earth,Companies and groups,2.0,0.113431948891969,0.2761644814464,0.0241568811340036,0.0843244508416671,0.722222222222222,0.78125,0.104,0.257731958762887,ESTONIA,0.1,6482.4174729681,317.924304106236,18.0,"A - Agriculture, forestry and fishing",0,1,0,0,0
Cleantech ForEst Mittetulundusühing,"Non-governmental organisations, platforms and networks and similar",1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.5,,,,,0,0,0,1,0
Comodule OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.35,15081.0821372777,23190.8892180896,,C - Manufacturing,0,1,0,0,0
Kwota OÜ,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.0,1074.81337091744,4.55118001639843,6.0,N - Administrative and support service activities,0,1,0,0,0
Timbeter,Companies and groups,1.0,0.0648984371266071,0.204943333831863,0.0152585631157721,0.0646396733126991,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,2.0,939.329637520909,885.425832583308,13.0,J - Information and communication,0,1,1,0,0
Revaluate OÜ,Companies and groups,3.0,0.137018432665806,0.204943333831863,0.0254917194298906,0.074215586144933,0.416666666666667,0.4375,0.06,0.144329896907216,ESTONIA,0.5,10.2564206790924,37.1869911581278,1.0,"M - Professional, scientific and technical activities",1,1,1,1,0
SA Eestimaa Looduse Fond,"Non-governmental organisations, platforms and networks and similar",1.0,0.0522241870987271,0.0879634245642023,0.0091269758301521,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,ESTONIA,0.25,,,,,0,0,0,1,0
Eesti Erametsaliit,"Non-governmental organisations, platforms and networks and similar",2.0,0.0782529592633306,0.0879634245642023,0.0119164771291101,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,ESTONIA,0.35,,,,,0,0,1,1,0
"Česko.Digital, z. ú.","Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CZECH REPUBLIC,11.0,,,,,0,0,1,0,0
Mediapart,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FRANCE,0.0,,,,,0,0,0,1,0
Stichting Wageningen Research,Think tanks and research institutions,1.0,0.0496949130940432,,0.0085184893452074,,0.111111111111111,,0.016,,NETHERLANDS,1.05,,,,,1,1,1,1,0
ALIANZA 4-UNIVERSIDADES,Academic institutions,1.0,0.0496949130940432,,0.0085184893452074,,0.111111111111111,,0.016,,SPAIN,2.0,,,,,0,1,1,1,0
The Briefing Circle,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,0.5,,,,,0,1,0,0,0
National Academy of Medicine,"Non-governmental organisations, platforms and networks and similar",3.0,0.0260287721646035,,0.0083685038968738,,0.0277777777777778,,0.012,,UNITED STATES,0.0,,,,,0,1,1,1,1
Agora Spółka Akcyjna,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,POLAND,2.1,407349.957463056,258794.1358459,2363.0,C - Manufacturing,0,0,0,1,1
IRCANTEC,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.1,,,,"O - Public administration and defence, compulsory social security",0,0,1,1,1
2° Investing Initiative,Think tanks and research institutions,1.0,0.0543486434386401,0.0879634245642023,0.0096740285834437,0.0182384322723583,0.166666666666667,0.125,0.024,0.0412371134020619,FRANCE,1.5,,,,,0,1,0,0,0
Neo Performance Materials Inc,Companies and groups,6.0,0.18564737370358,0.0296624956378683,0.022363141443156,0.0043342792857791,0.222222222222222,0.03125,0.032,0.0103092783505155,CANADA,0.25,676460.0,640298.0,,C - Manufacturing,0,1,1,1,1
Hutchison Europe - Brussels Branch,Companies and groups,1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,HONG KONG,2.25,,,,,0,1,0,0,0
Ukrainian World Congress,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CANADA,0.25,,,,,0,1,0,0,0
European Alliance for Access to Safe Medicines,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,IRELAND,0.5,,,,,0,1,1,1,0
Temper,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,1.0,16798.9878038472,,137.0,N - Administrative and support service activities,0,1,0,0,0
"Clearpay, S.A.U.",Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,1.0,15278.9198207215,2124.42695145321,17.0,J - Information and communication,0,1,1,1,0
Blockchain.com,Companies and groups,2.0,0.0721199955391993,,0.0102331563141185,,0.0833333333333333,,0.016,,LITHUANIA,0.1,73999.1536576939,3441.75869188547,24.0,J - Information and communication,0,1,0,0,0
Sozialverband Deutschland,"Non-governmental organisations, platforms and networks and similar",1.0,0.0565567397919355,0.0879634245642023,0.0101834055272801,0.0182384322723583,0.194444444444444,0.125,0.028,0.0412371134020619,GERMANY,0.25,,,,,0,0,0,1,0
Digital Lending Association e.V.,Trade and business associations,1.0,0.0565567397919355,0.0879634245642023,0.0101834055272801,0.0182384322723583,0.194444444444444,0.125,0.028,0.0412371134020619,GERMANY,0.25,,,,,1,0,1,1,0
Deutscher Bundesjugendring,"Non-governmental organisations, platforms and networks and similar",1.0,0.0496949130940432,0.0296624956378683,0.0085184893452074,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,GERMANY,2.0,,,,,0,0,1,1,0
The National Center for Missing and Exploited Children,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,UNITED STATES,0.75,,,,,0,1,0,0,0
Together for Girls,"Non-governmental organisations, platforms and networks and similar",2.0,0.0460912233745957,,0.0130462231388226,,0.0833333333333333,,0.016,,UNITED STATES,0.5,,,,,1,1,1,1,0
Finavia Corporation,Companies and groups,2.0,0.0260287721646035,,0.0055790025979159,,0.0277777777777778,,0.008,,FINLAND,0.25,1701490.70044518,325693.619936109,1817.0,H - Transportation and storage,0,1,1,1,0
Democracy International e.V.,"Non-governmental organisations, platforms and networks and similar",3.0,0.154119390144817,0.359983880884723,0.0319327791387129,0.107765608937477,0.527777777777778,0.4375,0.104,0.216494845360825,GERMANY,6.2,,,,,1,1,1,1,0
Ervia Limited,Companies and groups,1.0,0.0543486434386401,0.102221363643917,0.0096740285834437,0.0212878635534244,0.166666666666667,0.15625,0.024,0.0515463917525773,IRELAND,0.0,2917727.69730926,534423.939989805,735.0,"D - Electricity, gas, steam and air conditioning supply",0,0,0,1,0
Electricity Association of Ireland,Trade and business associations,1.0,0.0543486434386401,0.102221363643917,0.0096740285834437,0.0212878635534244,0.166666666666667,0.15625,0.024,0.0515463917525773,IRELAND,4.0,,,,,1,0,1,1,0
Institute of International and European Affairs,Think tanks and research institutions,2.0,0.0803774156032436,0.102221363643917,0.0124635298824017,0.0212878635534244,0.166666666666667,0.15625,0.024,0.0515463917525773,IRELAND,5.3,,,,,0,0,1,1,0
Sumitomo Mitsui Financial Group,Companies and groups,6.0,0.200384744061559,0.0296624956378683,0.0251762082678601,0.0086685585715583,0.222222222222222,0.03125,0.036,0.0206185567010309,JAPAN,3.0,2025985634.84592,27904105.3332388,105955.0,K - Financial and insurance activities,0,1,0,0,0
Consejo General del Notariado,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,0.75,,,,,0,0,0,1,0
European Tissue Symposium,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.4,,,,,0,0,1,0,0
Seed Global Health,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED STATES,1.0,,,,,0,1,0,0,0
Merck Sharp & Dohme Europe Belgium SRL,Companies and groups,3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,UNITED STATES,3.75,41749700.0,26919000.0,7200.0,C - Manufacturing,0,1,0,0,0
Instituto para la Cultura Democrática en la Era Digital,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,SPAIN,0.25,,,,,1,0,1,1,0
Adamantia Advisory,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.5,3522.95325636864,,,"M - Professional, scientific and technical activities",0,0,1,1,0
Tencent International Service Europe B.V.,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,0.45,75166.9435726023,,55.0,J - Information and communication,0,1,1,1,0
Pearson,Companies and groups,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,UNITED KINGDOM,0.0,8838600.46339035,4723413.73753548,20438.0,J - Information and communication,0,1,0,0,0
St1 Sverige AB,Companies and groups,1.0,0.0625230607465469,0.17059466241255,0.0133459506487714,0.0501243804148246,0.305555555555556,0.3125,0.044,0.103092783505155,SWEDEN,0.55,1296408.522563,4778487.47795588,138.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",0,0,1,1,1
Suomen Osuuskauppojen Keskuskunta,Companies and groups,2.0,0.0885518329111504,0.17059466241255,0.0161354519477293,0.0501243804148246,0.305555555555556,0.3125,0.044,0.103092783505155,FINLAND,0.25,3006637.2974515,9004872.83957005,6252.0,"G - Wholesale and retail trade, repair of motor vehicles and motorcycles",1,0,0,1,0
Roblox Corporation,Companies and groups,4.0,0.0928236868517899,,0.0139710720205359,,0.111111111111111,,0.02,,UNITED STATES,0.1,5375487.0,2225052.0,2128.0,J - Information and communication,0,1,0,0,0
First Solar GmbH,Companies and groups,3.0,0.0928236868517899,,0.011181570721578,,0.111111111111111,,0.016,,UNITED STATES,1.25,,,,,0,1,0,0,0
Национална асоциация на зърнопроизводителите,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,BULGARIA,0.1,,,,,0,0,1,1,0
Vereinte Dienstleistungsgewerkschaft,Trade unions and professional associations,1.0,0.0522241870987271,0.0879634245642023,0.0091269758301521,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,GERMANY,4.0,,,,,1,0,1,1,0
Fair Trade Advocacy Office,"Non-governmental organisations, platforms and networks and similar",2.0,0.0782529592633306,0.0879634245642023,0.0119164771291101,0.0182384322723583,0.138888888888889,0.125,0.02,0.0412371134020619,BELGIUM,11.0,,,,,0,1,1,1,1
Finnish-African Society ry/ Suomen Afrikka-Seura ry,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FINLAND,0.1,,,,,0,1,1,1,0
Third Way,Think tanks and research institutions,2.0,0.0721199955391993,0.0296624956378683,0.0102331563141185,0.0043342792857791,0.111111111111111,0.03125,0.016,0.0103092783505155,UNITED STATES,4.3,,,,,0,1,0,0,0
AIRC International,Trade and business associations,3.0,0.138166451592347,0.231014341027303,0.0235024651321907,0.054106721448199,0.305555555555556,0.25,0.06,0.123711340206186,GERMANY,1.25,,,,,0,1,0,0,0
Creative Commons,"Non-governmental organisations, platforms and networks and similar",6.0,0.159618601538976,,0.022363141443156,,0.166666666666667,,0.028,,UNITED STATES,0.75,,,,,0,1,0,0,0
ClimateView AB,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SWEDEN,0.5,6715.25686058402,2100.54370079935,31.0,"M - Professional, scientific and technical activities",0,1,1,1,1
"OpenAI OpCo, LLC",Companies and groups,18.0,0.417385970781755,,0.0661174443962622,,0.388888888888889,,0.092,,UNITED STATES,1.0,,90.0,3.0,,0,1,0,0,0
Aalborg Universitet,Academic institutions,3.0,0.118211218913795,0.0478899745750037,0.0176768113292791,0.0191518256644678,0.111111111111111,0.0625,0.024,0.0412371134020619,DENMARK,3.0,,,,,1,1,1,1,0
Strategic Advisory Management,Self-employed individuals,2.0,0.0815322850451656,,0.0112051362473242,,0.0833333333333333,,0.016,,BELGIUM,0.85,,,,,0,1,1,1,0
Bund für Umwelt und Naturschutz Deutschland e. V.,"Non-governmental organisations, platforms and networks and similar",2.0,0.0929903296213099,0.0879634245642023,0.0147295439538142,0.0182384322723583,0.138888888888889,0.125,0.024,0.0412371134020619,GERMANY,3.5,,,,,1,1,1,1,0
NOVUS AgroEcology BV,Companies and groups,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,NETHERLANDS,0.0,,,2.0,"A - Agriculture, forestry and fishing",0,0,1,0,0
EVN AG,Companies and groups,1.0,0.0407661425225828,0.0296624956378683,0.005602568123662,0.0043342792857791,0.0555555555555556,0.03125,0.008,0.0103092783505155,AUSTRIA,1.5,11649156.7435265,4090235.47390699,7255.0,"D - Electricity, gas, steam and air conditioning supply",1,0,1,1,0
Aeroporti di Roma,Companies and groups,2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,ITALY,0.25,4301655.46571732,863526.411890388,3319.0,H - Transportation and storage,0,1,0,0,0
Vitol Holding BV,Companies and groups,5.0,0.244489636604056,0.388499759044153,0.0472418113934237,0.128242539989836,1.0,1.0,0.176,0.329896907216495,NETHERLANDS,0.4,25752608.9999977,,3.0,K - Financial and insurance activities,0,1,0,0,0
EuroAppMobility.EU,"Non-governmental organisations, platforms and networks and similar",7.0,0.1858140164731,,0.0371162509227164,,0.194444444444444,,0.06,,BELGIUM,0.75,,,,,0,0,1,0,0
EURid vzw,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,BELGIUM,0.25,,,,,0,0,1,0,0
MSC Mediterranean Shipping Company S.A.,Companies and groups,4.0,0.210057193837722,0.462853332668628,0.0434841933073166,0.139741729131038,0.861111111111111,0.71875,0.184,0.288659793814433,SWITZERLAND,0.9,,,15.0,H - Transportation and storage,0,1,0,0,0
European Consumer Centre Belgium,"Non-governmental organisations, platforms and networks and similar",1.0,0.0634598288964298,0.155040547052861,0.0141002203540674,0.0431259356247779,0.333333333333333,0.28125,0.048,0.0927835051546392,BELGIUM,0.1,,,,,0,0,1,1,0
Vinted,Companies and groups,5.0,0.276100941547579,0.470237798494441,0.0542323980302751,0.15491804511695,0.611111111111111,0.4375,0.132,0.216494845360825,LITHUANIA,0.5,287275.60657901,396795.407280724,,J - Information and communication,1,1,1,1,0
Public Power Corporation S.A.,Companies and groups,5.0,0.226205929678663,0.362900277514665,0.0419145122177327,0.113986448750852,1.0,1.0,0.172,0.329896907216495,GREECE,6.85,20827717.526111,12027548.5935265,12755.0,"D - Electricity, gas, steam and air conditioning supply",1,1,1,1,0
Newsback,Companies and groups,2.0,0.125982889642977,0.17059466241255,0.0274461710028388,0.100248760829649,0.361111111111111,0.3125,0.092,0.206185567010309,FRANCE,0.5,,,,J - Information and communication,1,0,1,1,0
"Fundación Maldita.es contra la desinformación: periodismo, educación investigación y datos en nuevos formatos","Non-governmental organisations, platforms and networks and similar",4.0,0.192777804330163,0.17059466241255,0.0358382404254589,0.100248760829649,0.416666666666667,0.3125,0.096,0.206185567010309,SPAIN,2.25,,,,,1,1,1,1,0
Meat and Livestock Australia,"Non-governmental organisations, platforms and networks and similar",3.0,0.107561057209769,0.0296624956378683,0.0139946375462821,0.0086685585715583,0.0833333333333333,0.03125,0.02,0.0206185567010309,AUSTRALIA,0.25,,,,,0,1,0,0,0
PATH,"Non-governmental organisations, platforms and networks and similar",1.0,0.0460912233745957,,0.0074436550151605,,0.0833333333333333,,0.012,,UNITED STATES,0.5,,,,,1,1,1,1,0
